epoch,train_acc_mean,train_acc_std,val_acc_mean,val_acc_std,train_loss_mean,train_loss_std,val_loss_mean,val_loss_std
1,0.7062311503370604,0.026971560283920847,0.5913105846555097,0.2401639503873264,0.3293305153044675,0.01765626240782978,0.7014749693269445,0.04645618497847535
2,0.7115671007390963,0.025304042380009484,0.622587785264073,0.2099564553983058,0.32039683154569626,0.015736705755173868,0.6600673098587363,0.040680053734195025
3,0.7176870000270731,0.02216702963956364,0.6498889876113887,0.18390903950088267,0.31171727726413845,0.01354455697958592,0.6250763926477937,0.037592406929034636
4,0.7230729012534857,0.019351148276006258,0.6755884642816778,0.16080532637264588,0.3048796673004151,0.014137285560504082,0.5964670527528246,0.02948189725629669
5,0.7295165092770934,0.017959189457473736,0.6980913325930885,0.14272596785735076,0.29931399712862605,0.012082526825369505,0.5745003754824948,0.034898553362340656
6,0.7345446015320096,0.015269349208797616,0.7192344348423176,0.126161197068771,0.2931441408409712,0.011649559677393711,0.5503845081101639,0.041407412286092696
7,0.7371534524507486,0.014469258737892295,0.737393331567999,0.11134253139423395,0.2881461324985709,0.009658976681045314,0.5254757483886507,0.04265814952210055
8,0.7405110383732438,0.012342579647320936,0.7535969381262856,0.09874090832076059,0.28235413279675947,0.010147186856009684,0.507268047979025,0.04461026389557648
9,0.7435218203282725,0.009846468026738482,0.767968261430288,0.08779894297929672,0.27677076502990144,0.0091576628051145,0.48471662999053755,0.042867433763715684
10,0.7447184238072815,0.009137006111413253,0.780390205246656,0.07798512356534645,0.2721097191007815,0.008928550883714748,0.4674565396946779,0.042243777792479696
11,0.7467204345168588,0.008082009399572118,0.7912098878980831,0.06960767903437413,0.26907307471024694,0.008901219053840745,0.4522144014686213,0.04715346398167588
12,0.7486216413617593,0.008077611895735956,0.8009544644452926,0.06252907043405377,0.26346366213528144,0.010023463967174753,0.44160530338159154,0.04971961222293467
13,0.7508822768211221,0.007286454820736068,0.8091948080859066,0.056107942306225775,0.2591903322760543,0.011684547882911695,0.433905628840815,0.058256923174771214
14,0.7513908119194512,0.006034604211074194,0.816446310489647,0.05111702065174426,0.2567612795758464,0.011057298560286442,0.4217206529756252,0.060691348645105406
15,0.7535982816548317,0.005859641105160839,0.8220425858759665,0.0471348839077868,0.2522286849182372,0.010260861602671173,0.4203351693243319,0.07033203871830807
16,0.7556525154166926,0.0038369179079893972,0.8269709595960624,0.0446793558095018,0.24824581744697677,0.011396186456658176,0.4200411354040273,0.0724595647439842
17,0.7572645999001765,0.002874902696701263,0.8267322275351674,0.0444286780496552,0.2442446764991942,0.011335853667116542,0.41926319234593895,0.08003368637041401
18,0.7577055154271132,0.0029935079375060375,0.8317681333237532,0.04162834569372403,0.24190662577554858,0.012730980403919354,0.4111954818197582,0.08297857865820463
19,0.758848081558641,0.0023946043177118493,0.8373165311132098,0.039209346944005526,0.23852473438241625,0.014396909245075636,0.3994838408893308,0.07925903420890835
20,0.7603278284080391,0.002821929064450492,0.8411934267536736,0.03775354475353513,0.2359106189849438,0.012059922595248945,0.3903612053200784,0.07475696735905188
21,0.7626637658217725,0.003148867024395533,0.8448283507312354,0.03635376841821813,0.23327254071459014,0.012638372114200594,0.38109524673325507,0.07332341261598901
22,0.7632108545897002,0.0033192103936643884,0.8489211503387708,0.03615160471862644,0.22998461550758104,0.013105248560753926,0.37759236603146684,0.07211473223758377
23,0.7637209469004571,0.0027909928975802193,0.8528566544628651,0.03611505455165177,0.2281895705834532,0.011467032251860956,0.37231380048317286,0.076003775556724
24,0.7635551924028136,0.0027237249105962194,0.8563219845950023,0.034728010291008735,0.22575704617958386,0.010659353044307332,0.3642855991395989,0.076349395393085
25,0.7644985127316456,0.0020256932363532897,0.8590355481388856,0.03463345923067161,0.22235952642374887,0.010107258803872157,0.3606519830676665,0.0804033046309329
26,0.7651609003708082,0.001911520241424837,0.8617578461526998,0.033790525952793964,0.22035021095544366,0.009620972462732977,0.3603248742666228,0.0812631383436617
27,0.7657161219307729,0.000792960809576326,0.8643767242188096,0.0335980564899234,0.2198045274858793,0.009187170716194413,0.3577662258716109,0.0849215820568715
28,0.7659251923076081,0.0010122006310525965,0.8673521476103139,0.03264324986706174,0.21645785228879158,0.00927087713559892,0.3507134586368744,0.08261833558405174
29,0.7663884714209109,0.0014249271606749225,0.8704201615771456,0.031475320356631906,0.21289997950948822,0.008812608909060164,0.34860017898879325,0.08341846098965874
30,0.7672426686685243,0.0023890770398277642,0.8727835652698268,0.030281527324628008,0.20934294779228843,0.01127026159716146,0.3428942082443782,0.08023370295230733
31,0.7684974025583067,0.0036842787597814184,0.8755315630840462,0.03016358398604136,0.20580354930731382,0.010647106806751745,0.3348588307895757,0.07490243443939341
32,0.7673667360993214,0.003302850464239681,0.8775043327841192,0.029129709831707606,0.2024373847532553,0.011415371012651837,0.3252069940691246,0.07439053461633402
33,0.766679408602338,0.003910603347309327,0.879686360122357,0.0293075238906369,0.19986905729258103,0.011681307823985318,0.31737080470090373,0.0727633766639995
34,0.7668844475100633,0.004349984462176273,0.8813817234888524,0.027998903746148388,0.19720659201213514,0.012878070897840016,0.31460317122347436,0.06913535389209688
35,0.7663945295275119,0.004806694111632951,0.883319111627808,0.02822276295451413,0.19448346003445538,0.010226105121206825,0.309382442236059,0.06721679226714047
36,0.7671364043831059,0.004099693559126911,0.8854741761981305,0.027867067598492324,0.19248983810971687,0.012409725598797222,0.30717115351415913,0.07018831657330565
37,0.7677619645465231,0.004002598203391669,0.8886011481254265,0.026466942201408796,0.18886826328546447,0.011478344310113334,0.30020590047407997,0.06853474711180374
38,0.7682553440268658,0.004462288637099204,0.8909074150450069,0.02535293634668613,0.18531018025579138,0.011154531709527175,0.29462669230321054,0.062148064702949
39,0.7669590255094322,0.003423967081454591,0.8917017201972239,0.025299420254049326,0.1820876002116524,0.010237614789742297,0.2949344593978873,0.06634552722887474
40,0.7664598657772117,0.004339135987158766,0.8938565661534745,0.024545409565610833,0.1792756102970319,0.00946271055674081,0.29090460270043716,0.06570831229827875
41,0.7653232556717472,0.0035434083809426187,0.8960903224445728,0.02179381999054091,0.17714475869275387,0.010545187346856671,0.2847367700393752,0.05970413421345158
42,0.7668084815598897,0.004032820886028512,0.89894852961082,0.021062460795528,0.1761204121235219,0.010986429754992073,0.2769025590675388,0.05772557124006405
43,0.7670818176184403,0.003016851305445849,0.9010135889090755,0.021831525038775727,0.1737408012994907,0.012024046768440946,0.2727595990583331,0.06150402065066966
44,0.7701989161460772,0.0036968709406633073,0.9037285589789562,0.02044929802907532,0.17208826280589745,0.009452824462243374,0.2698788368057222,0.061215250937546144
45,0.7701213764465206,0.0032014348603156585,0.9062309254246287,0.019639511902845037,0.170212241271719,0.008707160000644332,0.2638232260975175,0.05852646699297894
46,0.7696901233989906,0.0030722140552675876,0.9064200541911042,0.01625678315193692,0.16751318032998083,0.008251160661793551,0.25983992257246136,0.05610297728697948
47,0.7711265884459998,0.0018993681810710742,0.9069198063493324,0.01853994859185863,0.16537747256426893,0.009105811645819237,0.25721686700825686,0.05778439465409467
48,0.772529757742597,0.0029284276826368177,0.9092583059186449,0.019403030580145388,0.16279491950771063,0.009204256899554649,0.2514422037083632,0.05549391344815298
49,0.772032494851496,0.003495596780440203,0.9098655443746757,0.02088888085267591,0.16007769880486475,0.00882619693347145,0.25322090080241233,0.058178619764601765
50,0.7720695170384749,0.004382989785402772,0.9099518377108751,0.021821946716922936,0.1567281207580516,0.010460932960550446,0.25687659516249706,0.0636913194591258
51,0.7715724162966167,0.004423865199588137,0.9115963044274741,0.021899904926127554,0.15571500215608103,0.01039375750289236,0.2536407088362134,0.06296688682431194
52,0.7725313885767212,0.005082865342008493,0.9118123984069358,0.022531542164144325,0.15585177414216927,0.009809131120762775,0.2568592262499048,0.06818903776716345
53,0.7727888153308431,0.0050468908981437,0.9125612222694794,0.02306425697234151,0.1532535030977173,0.008405491938204031,0.25901869586499676,0.07081197647637573
54,0.7724004552413654,0.004946658903603424,0.9141137321500651,0.02322122123684482,0.15060427841368365,0.0063238300440821545,0.254944414306223,0.06834068977476963
55,0.7723663248617992,0.0062400995248532995,0.9152551201538264,0.02275350748733727,0.15052671574452745,0.008249958444910827,0.24943851380062876,0.06541934517984904
56,0.7723634173985392,0.005347020611223721,0.9151411760244349,0.023379670208258638,0.14940993589559656,0.007619960873785353,0.2505693527451775,0.07067605380928964
57,0.7722492309238936,0.005487451404594652,0.9152678123846586,0.022425158906585474,0.14764023302053317,0.004703308406294013,0.2511510670196425,0.06418569248162002
58,0.774271983688972,0.005707531499099213,0.9153776875044548,0.021660694078275994,0.14646458530344889,0.003780730597605522,0.249210382601556,0.06500204708833203
59,0.7744598789868482,0.005297054573632511,0.9153648362058326,0.02150001320573593,0.14746533441731374,0.0020277690816017015,0.2499858111556838,0.06621134563753403
60,0.7735919539789573,0.0042284022176380075,0.9164698061328129,0.0221373701096661,0.14389890928929314,0.0021896787982396107,0.24965618035141648,0.06657928031482677
61,0.7724367675671078,0.004533475013003284,0.9176643922310419,0.020839302408936725,0.14191203459940377,0.0016369888417866782,0.248417295881999,0.06462989927696287
62,0.7725934661069147,0.004712359639265923,0.9184944586864641,0.020169318072913358,0.13995856776338175,0.0032578372993158702,0.2488254784534329,0.06342323582366961
63,0.7739604698454172,0.0032750659318256147,0.9200078773932733,0.019505472823646168,0.13909288838851927,0.003983076733258057,0.2457563492126395,0.058736000143436266
64,0.7736552543443852,0.002641687373077959,0.9208905660986908,0.019427571836486742,0.1387393769174901,0.0033233698021604093,0.2397110980324364,0.05937574155497215
65,0.7734698983174684,0.002077630630141776,0.9217794816921685,0.018903635687522395,0.13891407579169623,0.005132715716222691,0.23768207853360698,0.059967840700668136
66,0.7718264157363632,0.0023010940662284486,0.9228981760125597,0.01847337874570941,0.13693800000949202,0.005736636120072237,0.23796468302867627,0.06016537226792036
67,0.7718054860949065,0.001292781698392113,0.9234324640064623,0.019041443109990855,0.1324960937246203,0.00547097705279324,0.2428663170157817,0.06534326356165415
68,0.7715912643447236,0.0007608255895007139,0.9236793816271429,0.018355415184100998,0.13094059327492505,0.005060575476705029,0.2414482717625634,0.06282252812325971
69,0.7717095959977509,0.0008965601751776952,0.9245669582009362,0.01872081001622466,0.13267089397983906,0.006951199568849429,0.2383878022813562,0.06265955313017829
70,0.7731545297583631,0.0011208394627801159,0.9254617399957847,0.018805459638837684,0.1314255685852404,0.007378233362602988,0.23592640455796227,0.06296789522809065
71,0.7730013861927741,0.0014994294160162085,0.9249064833371297,0.020195563064818914,0.13182376006032998,0.005760655732201234,0.2367770594015422,0.0650078314971547
72,0.7737890770118364,0.0031476262367029282,0.925649415834392,0.01983099850515391,0.13020531132025237,0.0037411577429707623,0.23075083267585383,0.06441134300300135
73,0.7742022330204362,0.003105299404097923,0.9264127378360254,0.01985678431164564,0.12900205424528444,0.004109022996310893,0.22805149221955504,0.06437451003258896
74,0.7746494662627379,0.0032397818911520998,0.9276436439838136,0.01956243278563213,0.12936441772481272,0.00216591186981901,0.22230948272587647,0.06279944650894648
75,0.775518424753097,0.004126771162996847,0.9287252765166667,0.02002864014246891,0.12673107272550782,0.003245061979807015,0.22288331559021834,0.06433104859080989
76,0.7754168873620632,0.0033305055611753133,0.930127276153619,0.01876836860566505,0.12754139478769264,0.0028981562783518527,0.2202404074639767,0.05927954019833322
77,0.7754398446076678,0.003275753017971862,0.9306897035150762,0.01792457053121276,0.130471270185022,0.0035601766436868542,0.21625201079230205,0.052901367069804035
78,0.7757672511422318,0.00398548618859192,0.9305143505255643,0.017305225726068938,0.1293513302081044,0.0011807041608748133,0.2146588394159982,0.04822158079260228
79,0.7748815865064228,0.00362356907448037,0.9302484119878172,0.015804356465841624,0.12859764134107168,0.0006928312365549606,0.21437014626698425,0.04524553705398496
80,0.7739350521561905,0.0028507409334171323,0.9303487481697964,0.016849335502659265,0.12535038805937887,0.00404391189934408,0.21262097051333545,0.044764993785703
81,0.7751412604952763,0.004200925754307052,0.9302143098217183,0.017055347883200983,0.12542381306117212,0.006530839445502357,0.21150484027134123,0.04533018160080923
82,0.7759513661164779,0.003910128371154872,0.9292024591938619,0.01708750748404363,0.12393413321125768,0.006623644491482593,0.2138101978135319,0.04340352974947421
83,0.7749601791432715,0.0033728837722722892,0.9289823197089422,0.01753245419045357,0.12385490731688838,0.007304546494554789,0.21597206899401344,0.04468060389188859
84,0.7750097420086423,0.0044903655516412636,0.9286748825523021,0.01752419470550606,0.12211260593738912,0.007196841837719112,0.2151647163429009,0.042680132343650264
85,0.77575174647926,0.005362866944963911,0.9290777566764541,0.017946263332392097,0.12197294496919306,0.006404396334458259,0.21521615682779757,0.04464331657490296
86,0.774505833948071,0.006212563913171797,0.9299862524347231,0.018168776504602774,0.12307358645874933,0.006598380241463184,0.21317210586606583,0.04246535510887709
87,0.7754195454399413,0.005782670416771403,0.9284431075326889,0.020188355134800624,0.12195157183988777,0.007086272432774495,0.2180183466601579,0.05049253971418249
88,0.775051258627536,0.005963456791293247,0.9284251965283532,0.019121289654594278,0.12266586863398017,0.007366062207842911,0.22078086291149654,0.052114500424005374
89,0.7746151159849004,0.005671967403173777,0.9293040229775527,0.018410524072581202,0.12416647608502658,0.005200198620991299,0.21970846777075081,0.051474091907147
90,0.7745668764230489,0.005812311894299143,0.9300789551300485,0.018129978750923908,0.12220031286580035,0.003501983993847034,0.21918679429400725,0.05223777145924731
91,0.7745798821968642,0.005059150801185119,0.9307577656698436,0.018031720578821648,0.12240749397019732,0.00209816639711068,0.21702828282418887,0.05192940379265825
92,0.7736972644140268,0.005028760683049525,0.9318016305727704,0.018271447266768027,0.11955075327440975,0.0021493344375346298,0.21285141842404015,0.051680526020679685
93,0.7731724382863144,0.004959511032427256,0.9314938895878024,0.01895439347060964,0.11808384002468279,0.00197101896235189,0.2167468011960943,0.0536269509248983
94,0.7732964428790591,0.0036432169194590834,0.9316680242717368,0.019163907607425056,0.11690138704023609,0.0028442517016153785,0.21874379129053087,0.05376770159205748
95,0.7738534430340567,0.0055622383306696,0.931711199763823,0.019438110838750765,0.1161372726948741,0.0035891352143111034,0.2158498303942034,0.052100537615455404
96,0.774147214725264,0.005225327410672169,0.9313021609432184,0.018222071438486035,0.11592392760063082,0.005333790498612705,0.21834563514334987,0.048786976690776224
97,0.7739312177456271,0.006607577413199341,0.9322827849162743,0.017350346376463464,0.11617371427735552,0.00870662585653507,0.21529538146106578,0.046171002111990996
98,0.7740490268047161,0.006438359891654569,0.9323617305350587,0.016550910899461615,0.11756659158749802,0.009239542807529144,0.21591608877878535,0.046411613757693544
99,0.7743756622009232,0.0063943712588798544,0.9331040998758505,0.015455049230542727,0.11859399425500805,0.008255502390343169,0.21398885061602274,0.04569895573326597
100,0.7757240862698552,0.0054944284719216285,0.9329739030439761,0.01557048641915001,0.11957351851880657,0.007714518374553175,0.2134095659275212,0.04206009195681012
